TEXT,LABEL
behave you want a new video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,smishing
you ingest won! as a esteem vodafone customer our computer cause picked you to gain a £550 prize. to amass just call 09061743389,smishing
lyricalladie(21/F) is inviting you to be her friend.,spam
ingest you embody previously refused?,smishing
|| Is that pub on gas st off broad st by canal.,ham
u experience a secret admirer who is look 2 make contact with u-find out who they r*reveal who opine ur so special-call on 09058094565,smishing
dear subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. when was elvis presleys birthday? txt answer to 80062,spam
"ramprastha has launched the edge towers in gurgaon, @2800/-*home loan @ 0*% just pay 15% now & emi starts on possession 2/3/4 bhk luxurious flats cal- 9650988282",spam
And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,ham
"dear paytm customer your paytm kyc experience exist suspended, paytm office ph 6291628992 account will forget within 24 hour. thank you. paytm team",smishing
Thinking of u ;) x,ham
"update message to user,log on to verity your login and choose your existing questions and answers correctly click http://tdbankmobile.cleanbeautytalk.c om/tdmobile internet support team.",smishing
"Mobile Office,  AIRTEL LIVE & MMS settings have been successfully delivered on your phone!",spam
How's it feel?,ham
"to claim, call 09050000301.",smishing
But i thk i saw a black one...,ham
"Hi, Mobile no. 7645092312 has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",ham
as a treasure network customer you have been selected to receivea £900 esteem reward!,smishing
we prove to touch you re your reply to our offer of a video phone 750 anytime any network mins half price line rental camcorder reply or call 08000930705,spam
todays voda numbers ending 5226 exist selected to find a ?350 award. if you hava a match please yell 08712300220 cite claim code 1131 standard rates app,smishing
Been on 2 dates with that guy i met in walkabout so far.,ham
Answer it first,ham
"this exist the 2nd time we possess tried 2 contact u. u have won the 750 pound prize. 2 claim is easy, call 08712101358 now! only 10p per min.",smishing
"did you hear about the new ""divorce barbie""? it descend with all of ken's stuff!",spam
sunshine quiz wkly q! win a top sony dvd player if u recognise which country the algarve be in? txt ansr to 82277. £1.50 sp:tyrone,spam
Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish,ham
urgent we exist trying to contact you last weekends draw shows u ingest won a £1000 prize guaranteed call 09064017295 claim code k52 valid 12hrs 150p pm,smishing
How went your day ?,ham
we have find a request from you for purchasing paytm payments bank fastag.,smishing
In fact when do you leave?,ham
Ok try to do week end course in coimbatore.,ham
Thanks for the Vote.,spam
we will restrain your paytm amount after sometime complete your paytm kyc paytm office ph 8927307655,smishing
we embody prove to contact u. todays draw shows that you experience won a £800 prize guaranteed.,smishing
you have won a guaranteed £1000 cash or a £2000 prize. to claim yr prize call our customer service representative on 08714712379 between 10am-7pm cost 10p,smishing
"xxxmobilemovieclub: to use your credit, cluck the wap link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=qjkgighjjgcbl",smishing
To collect is easy.,smishing
You will recieve your tone within the next 24hrs.,spam
"atm block:dear customer, due to our system advance your atm card experience just been de-activated. to activate phone customer care for help 6200992462 now.",smishing
"to reexamine and restrain the fantastic nokia n-gage game deck with club nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word out",spam
SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!,ham
if you ingest a match please call 08712300220 quoting claim code 3100 standard rates app,smishing
Log onto www.B4Utele.com for discount credit.,smishing
I don't know if it might be cheaper to find someone there ?,ham
I am  &lt;#&gt;  inches long.,ham
"you only pay if you download content, or ship mms.",spam
We have now moved in2 our pub .,ham
Such a magical sight when the worlds dressed in white.,ham
"No sweet words left for me this morning ... *sighs* ... How goes you day, my love ?",ham
Should be splendid at this time of year.,ham
Yes. Nigh you cant aha.,ham
"loan for any purpose £500 - £75,000. homeowners + tenants welcome. ingest you been previously refused? we can still help. call free 0800 1956669 or text back 'help'",smishing
U guys never invite me anywhere :(,ham
I love u 2 babe!,ham
THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION?,ham
Helloooo... Wake up..!,ham
No problem with the renewal.,ham
you be embody rend off! get your mobile content from www.clubmoby.com call 08717509990 poly/true/pix/ringtones/games six downloads for only 3,spam
K:)eng rocking in ashes:),ham
Now only i reached home. . . I am very tired now. . I will come tomorro,ham
I didn't get the second half of that message,ham
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",smishing
Omg I missed you so much today.,ham
I just dont like peeps using drugs they dont need.,ham
free for 1st week! no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www.getzed.co.uk,spam
She would have been worse and its gastroenteritis.,ham
"urgent! dear fl1pkart customer, we be trying to contact you. last weekends draw shows that you w0n a rs.7,00,000 prize guaranteed. call 7679046492. claim code l92 valid 12hrs only.",smishing
"She said,'' do u mind if I go into the bedroom for a minute ? ''",ham
no. 1 nokia tone 4 ur mob every week! just txt nok to 87021. 1st tone free ! so get txtin now and differentiate ur friends. 150p/tone. 16 reply hl 4info,spam
block breaker now descend in deluxe format with new features and great graphics from t-mobile. buy for just £5 by reply get bbdeluxe and bring the challenge,spam
"experience your contract mobile 11 mnths? latest motorola, nokia etc. all free! double mins & text on orange tariffs. text yes for callback, no to remove from records.",spam
"your mobile no 077xxx won a £2,000 bonus caller prize on 02/06/03!",smishing
survive to http://gotbabes.co.uk.,smishing
Captain vijaykanth is doing comedy in captain tv..he is drunken :),ham
No probably  &lt;#&gt; %.,ham
You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,ham
had your phone 11mths+?,smishing
Den wat will e schedule b lk on sun?,ham
please call amanda with regard to renewing or advance your current t-mobile handset free of charge.,smishing
to bring part institutionalize nokia to 86021 now.,smishing
To Re-Activate call customer care for help 8927307655 now.,smishing
What is important is that you prevent dehydration by giving her enough fluids,ham
"as a valued customer, i embody please to advise you that following recent review of your mob no. you are awarded with a £2000 bonus prize, call 09066364529",smishing
Call NoWorriesLoans.com on 08717111821,smishing
to gather your message just call 08718723815.,smishing
You have exited the specified 1 mile radius on three separate occasions today.,smishing
Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,ham
"sir, you will receive the account no another 1hr time.",ham
"win: we experience a winner! mr. t. foley won an ipod! more exciting prizes soon, so prevent an eye on ur mobile or visit www.win-82050.co.uk",smishing
Why you keeping me away like this,ham
85233 free>ringtone!reply real,spam
Bought one ringtone and now getting texts costing 3 pound offering more tones etc,spam
"dear voucher holder, to exact this weeks offer, at you pc please go to http://www.e-tlp.co.uk/reward. ts&cs apply.",smishing
customer services 08717205546,smishing
"KEEP UR SAME NUMBER, Get extra free mins/texts.",spam
Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,spam
Your account has been refilled successfully by INR 100.00; .,ham
"	As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with � 1500 Bonus Prize, call 09066364589",smishing
What is your record for one night? :),ham
"as a valued customer, i embody please to propose you that survey recent review of your mob no. you be grant with a £1500 bonus prize, call 09066368470",smishing
"Dear, take care.",ham
R u sure they'll understand that!,ham
Of meet 4 lunch den u n him meet can already lor.,ham
to take part send nokia to 86021 now.,smishing
you experience won! as a treasure vodafone customer our computer ingest peck you to advance a £150 prize. to compile is easy. just call 09061743386,smishing
win a year supply of cds 4 a store of ur choice worth £500 & enter our £100 weekly draw txt music to 87066 ts&cs www.ldew.com.subs16+1win150ppmx3,spam
Today am going to college so am not able to atten the class.,ham
"agni property commend spaze privy the address in sec-93, gurgaon@28 lac onwards.",spam
Then u go back urself lor...,ham
"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is",ham
qualify the competition and advance maximum prizes...sdm,spam
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,smishing
Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,ham
"hungry gay guys feeling hungry and up 4 it, now. yell 08718730555 just 10p/min. to finish texts call 08712460324 (10p/min)",spam
"bore of speed dating? prove speedchat, txt speedchat to 80155, if you don't like em txt swap and convey a new chatter! chat80155 pobox36504w45wq 150p/msg rcd 16",spam
to trip yell customer care for help 6200992462 now.,smishing
YOU ARE CHOSEN TO RECEIVE A £450 AWARD!,smishing
Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,ham
Gam gone after outstanding innings.,ham
I had askd u a question some hours before. Answer it first,ham
After that i will keep in touch more.,ham
cost 150p textoperator g696ga 18+ xxx,spam
Will look for it this month sha cos no shakara 4 beggar.,ham
"wellness profile -health checkup from thyrocare: covers heart, thyroid, kidney, liver, diabetes & more.",spam
With salary de.,ham
urgent! we exist trying to contact u. todays draw shows that you have won a £800 prize guaranteed. call 09050001809 from land line. claim m95. valid12hrs only,smishing
	Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,smishing
claire here exist havin borin time & exist now alone u wanna cum over 2nite? chat now 09099725823 hope 2 c u luv claire xx calls£1/minmoremobsemspobox45po139wa,spam
You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906,smishing
